samp_id,project_code,coord_y,coord_x,datetime,samp_wdepth_cm,samp_notes,tp_mgkg,m3_p_mgkg,m3_fe_mgkg,m3_al_mgkg,spsc_mgkg,wex_po4_mgkg,soil_primary_flag,soil_primary_flag_details
S02201,SPRR,39.78494,-84.334572,6/3/2024 14:21,10,2.64 acre pool3 cores in 1 bag,640.68,1.3,133.666,255.013,35,0.121,1,"m3_p_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02202,SPRR,39.784912,-84.332372,6/3/2024 14:29,10,0.88 acre pool3 cores in 1 bag,592.144,0.5,85.132,856.229,103,0.142,1,"m3_p_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02203,SPRR,39.783032,-84.332403,6/3/2024 14:41,10,0.52 acre pool3 cores in 1 bag,457.427,1.4,100.813,59.754,11,0.571,1,"m3_p_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02204,SPRR,39.782779,-84.337328,6/3/2024 14:52,10,Existing pool in sw corner3 cores in 1 bag,730.989,11.9,856.804,846.493,133,0.421,1,"m3_fe_mgkg_ATT_flag, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02205,SPRR,39.788549,-84.331014,6/3/2024 15:37,10,3 cores in 1 bag,711.548,2.5,673.432,935.838,142,0.158,1,"soil_ec_uscm_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02206,SPRR,39.788751,-84.331947,6/3/2024 15:41,10,3 cores in 1 bag,617.391,7.1,596.375,381.541,70,0.29,1,"soil_ec_uscm_ATT_flag, wex_nox_mgkg-below-detection-limit"
S02207,WALC,39.833745,-82.891704,6/10/2024 14:32,10,3 cores in 1 bag,547.541,52.7,217.462,730.85,43,2.55,1,soil_pH_ATT_flag
S02208,WALC,39.834591,-82.892275,6/10/2024 14:28,10,3 cores in 1 bag,869.957,6.8,692.393,541.554,94,0.127,1,"soil_ec_uscm_ATT_flag, wex_po4_mgkg-below-detection-limit"
S02209,WALC,39.832552,-82.891343,6/10/2024 14:19,10,3 cores in 1 bag,607.934,10.4,439.111,649.225,88,0.444,1,soil_ec_uscm_RNG_flag
S02210,WALC,39.830837,-82.89076,6/10/2024 14:15,10,3 cores in 1 bag,572.869,8.6,352.513,506.597,69,0.139,1,"wex_nh3_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02211,BROP,39.89892,-82.514024,6/10/2024 17:39,91,3 cores in 1 bag,452.197,21.9,617.092,704.974,93,0.136,1,"wex_nh3_mgkg_ATT_flag, wex_po4_mgkg-below-detection-limit"
S02212,BROP,39.898985,-82.514332,6/10/2024 17:35,0,3 cores in 1 bag,1164.354,35.6,747.412,906.404,110,1.309,1,tp_mgkg_ATT_flag
S02213,BROP,39.899147,-82.514508,6/10/2024 17:45,45,3 cores in 1 bag,631.233,21.2,512.204,661.032,83,0.539,1,soil_ec_uscm_RNG_flag
S02214,BROP,39.899153,-82.514493,6/10/2024 17:45,0,3 cores in 1 bag,615.746,24.3,936.982,598.534,96,0.733,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02215,BROP,39.90014,-82.514746,6/10/2024 17:12,45,3 cores in 1 bag,420.825,11.1,1031.889,778.962,135,0.292,1,m3_fe_mgkg_RNG_flag
S02216,BROP,39.900156,-82.51472,6/10/2024 17:14,0,3 cores in 1 bag,883.118,23.7,544.231,816.488,100,0.83,1,tn_mgkg_ATT_flag
S02217,BROP,39.900388,-82.514613,6/10/2024 17:59,15,3 cores in 1 bag,615.738,32.2,741.75,730.836,93,1.225,1,soil_ec_uscm_RNG_flag
S02218,BROP,39.899405,-82.515133,6/10/2024 17:22,60,3 cores in 1 bag,684.942,5.3,1085.121,972.603,166,0.437,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02219,BROP,39.898998,-82.514792,6/10/2024 17:28,30,3 cores in 1 bag,500.727,8,634.656,725.453,110,0.382,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02220,BROP,39.899202,-82.514699,6/10/2024 17:31,0,3 cores in 1 bag,602.618,8.6,233.407,713.979,86,0.296,1,soil_ec_uscm_ATT_flag
S02221,COLW,40.4718,-84.641778,6/11/2024 12:57,10,NA,386.819,2.285,197.707,491.078,65.043,0.146,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02222,COLW,40.471207,-84.64248,6/11/2024 13:02,10,NA,345.119,5.983,124.12,689.634,80.068,0.739,1,soil_ec_uscm_RNG_flag
S02223,COLW,40.47138,-84.639884,6/11/2024 13:09,10,NA,570.84,11.669,272.642,454.751,55.636,0.992,1,soil_ec_uscm_RNG_flag
S02224,COLW,40.47135,-84.63954,6/11/2024 13:11,10,NA,552.676,5.62,390.815,603.371,85.29,0.407,1,wex_nh3_mgkg_ATT_flag
S02225,COLW,40.47322,-84.639941,6/11/2024 13:23,10,NA,564.714,8.461,882.23,52.736,46.431,0.547,1,m3_fe_mgkg_ATT_flag
S02226,BAUD,40.780257,-84.111674,6/12/2024 13:02,30,3 cores in 1 bag,534.577,12.83,595.203,212.918,44.565,0.725,1,soil_ec_uscm_RNG_flag
S02227,BAUD,40.786571,-84.107475,6/12/2024 13:55,36,3 cores in 1 bag,603.981,27.792,813.558,773.585,106.063,1.046,1,soil_ec_uscm_RNG_flag
S02228,BAUD,40.787097,-84.107502,6/12/2024 14:01,36,3 cores in 1 bag,467.072,16.606,816.726,875.304,129.104,0.72,1,soil_ec_uscm_RNG_flag
S02229,BAUD,40.784981,-84.115342,6/12/2024 13:23,0,3 cores in 1 bag,322.981,3.036,152.443,828.976,100.582,0.904,1,"soil_ec_uscm_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02230,BAUD,40.785764,-84.115145,6/12/2024 13:30,120,3 cores in 1 bag,319.114,0.907,494.139,0.074,NA,0.114,1,"m3_p_mgkg_RNG_flag, m3_al_mgkg-below-detection-limit, wex_po4_mgkg-below-detection-limit"
S02231,SPRC,40.068306,-84.209363,6/17/2024 13:27,60,3 cores in 1 bag,712.371,19.267,236.128,1095.986,119.64,0.885,1,spsc_mgkg_ATT_flag
S02232,SPRC,40.067522,-84.210173,6/17/2024 12:55,60,3 cores in 1 bag,520.725,12.858,576.991,71.889,27.337,0.53,1,soil_ec_uscm_RNG_flag
S02233,SPRC,40.067188,-84.210795,6/17/2024 12:54,30,3 cores in 1 bag,592.317,1.095,745.354,0.109,NA,0.753,1,"m3_p_mgkg_RNG_flag, m3_al_mgkg-below-detection-limit"
S02234,SPRC,40.064974,-84.211797,6/17/2024 12:37,76,3 cores in 1 bag,577.003,19.215,953.255,24.316,36.346,0.199,1,"m3_al_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02235,SPRC,40.065728,-84.21181,6/17/2024 12:31,91,3 cores in 1 bag,469.861,1.02,700.006,0.103,NA,0.158,1,"m3_p_mgkg_RNG_flag, m3_al_mgkg-below-detection-limit, wex_po4_mgkg-below-detection-limit"
S02236,SPRC,40.066282,-84.211851,6/17/2024 12:24,60,3 cores in 1 bag,626.192,1.065,616.372,0.102,NA,0.16,1,"m3_p_mgkg_RNG_flag, m3_al_mgkg-below-detection-limit, wex_po4_mgkg-below-detection-limit"
S02237,TIPC,39.959355,-84.145997,6/17/2024 14:22,45,3 cores in 1 bag,368.523,16.945,767.831,17.532,27.573,0.606,1,m3_al_mgkg_RNG_flag
S02238,TIPC,39.958894,-84.145056,6/17/2024 14:27,76,3 cores in 1 bag,387.424,22.173,868.878,26.713,28.992,0.177,1,"m3_al_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02239,TIPC,39.958725,-84.144322,6/17/2024 14:34,30,3 cores in 1 bag,391.72,21.608,843.066,15.45,26.836,0.618,1,m3_al_mgkg_RNG_flag
S02240,BWLK,40.499716,-84.593623,6/25/2024 12:58,70,3 cores in 1 bag,351.424,14.533,267.572,0.071,NA,1.705,1,"wex_nh3_mgkg_ATT_flag, m3_al_mgkg-below-detection-limit"
S02502,CHIL,41.090475,-81.915125,6/3/2022 17:56,0,NA,NA,82.4,780,2618,261,4.16,1,m3_al_mgkg_RNG_flag
S02503,CHIL,41.092595,-81.916943,6/3/2022 18:40,5,NA,NA,145.9,1936,1288,109,2.17,1,m3_fe_mgkg_RNG_flag
S02505,CHIL,41.092722,-81.915953,6/3/2022 18:56,0,NA,NA,110.8,915,3073,293,5.73,1,"m3_al_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02506,CHIL,41.092733,-81.915233,6/3/2022 19:06,0,NA,NA,56.1,1136,3035,355,1.6,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02507,MAGM,41.606333,-83.152275,6/9/2022 15:48,57,NA,725,54,3330,1207,269,0.368,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02508,MAGM,41.60622,-83.150608,6/9/2022 16:16,72,NA,521,37.4,3242,533,203,0.258,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02509,MAGM,41.606703,-83.150442,6/9/2022 16:37,72.5,NA,483,52.6,3747,520,215,0.288,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02510,MAGM,NA,NA,6/9/2022 17:42,47,Use same gps coords as water sample. Location got messed up,793,68.9,3211,1172,243,0.329,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02511,MAGM,41.60563,-83.153598,6/9/2022 17:59,43,NA,686,92.7,3669,1179,246,1.4,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02512,MAGM,41.605838,-83.153487,6/9/2022 18:16,41.5,NA,272,37.4,1203,326,67,0.197,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02513,MAGM,41.607278,-83.151435,6/9/2022 19:11,45,NA,NA,20.2,1413,453,110,1.02,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02514,MAGM,41.60732,-83.150743,6/9/2022 19:30,43,NA,565,59.5,3603,1247,283,0.244,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02515,MAGM,41.607775,-83.148753,6/9/2022 19:51,51.9,NA,440,39.8,2880,1322,271,0.268,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02516,MAGM,41.60784,-83.1476,6/9/2022 20:07,83.2,NA,569,62.8,3733,1391,304,0.314,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02517,MAGM,41.608483,-83.145838,6/9/2022 20:27,80.2,NA,567,46.4,3233,1247,276,0.288,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02518,MAGM,41.610202,-83.145042,6/9/2022 20:52,74.5,NA,696,81,3746,1360,283,0.349,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02519,TRUC,41.663098,-80.990405,6/23/2022 14:13,23,NA,325,13.9,1279,1455,224,0.185,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02520,TRUC,41.664507,-80.990762,6/23/2022 14:24,22,NA,278,14.7,1462,1458,234,0.178,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02522,TRUC,41.66642,-80.99117,6/23/2022 14:41,25.5,NA,330,8.1,1174,838,153,0.15,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02523,TRUC,41.664067,-80.992405,6/23/2022 14:57,0,Original wetland area (previously a wetland),64,8.2,299,1193,145,0.8,1,wex_po4_mgkg_ATT_flag
S02524,TRUC,41.664063,-80.992402,6/23/2022 15:03,0,Original wetland area,243,15.1,934,1512,210,0.152,0,wex_po4_mgkg-below-detection-limit
S02525,MAGM,41.605393,-83.15365,7/11/2022 15:51,58,NA,323,40.6,2539,1018,217,0.368,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02526,MAGM,41.605632,-83.153603,7/11/2022 15:27,64,NA,406,27.7,2053,597,155,0.258,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02527,MAGM,41.605898,-83.153452,7/11/2022 15:34,60,NA,274,73.3,2623,390,117,2.01,1,m3_fe_mgkg_RNG_flag
S02528,MAGM,41.606387,-83.152287,7/11/2022 14:18,72.5,NA,220,33.2,2520,1263,251,0.329,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02529,MAGM,41.60622,-83.150632,7/11/2022 14:54,89,NA,276,30.2,2957,536,195,0.33,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02530,MAGM,41.606688,-83.150422,7/11/2022 14:31,84,NA,395,19.3,2219,317,140,0.197,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02531,MAGM,41.607302,-83.151462,7/11/2022 16:58,50,NA,254,34,2265,1219,231,1.02,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02532,MAGM,41.607362,-83.150783,7/11/2022 17:05,84,NA,262,45.6,3087,1196,263,0.244,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02533,MAGM,41.607822,-83.148718,7/11/2022 17:17,73,NA,244,39,3277,458,195,0.268,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02534,MAGM,41.607838,-83.147573,7/11/2022 17:52,87,NA,234,45.6,2409,1395,248,0.314,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02535,MAGM,41.608627,-83.145722,7/11/2022 18:17,107,NA,290,22.6,2228,995,215,0.288,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02536,MAGM,41.609957,-83.144685,7/11/2022 18:44,89,NA,227,44.3,1488,1341,192,0.349,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02537,MAGM,41.605375,-83.15379,8/2/2022 14:22,40,NA,1037,48.2,549,267,13,NA,1,tp_mgkg_RNG_flag
S02538,MAGM,41.60567,-83.153715,8/2/2022 14:36,36,NA,870,53.8,491,269,4,NA,1,tn_mgkg_RNG_flag
S02539,MAGM,41.606007,-83.153567,8/2/2022 14:50,57,NA,554,22.5,501,418,53,NA,0,NA
S02540,MAGM,41.605492,-83.152038,8/2/2022 16:00,24,NA,477,28.5,425,901,98,NA,0,NA
S02541,MAGM,41.60642,-83.149843,8/2/2022 16:18,NA,NA,433,19.4,512,274,40,NA,0,NA
S02542,MAGM,41.606252,-83.14937,8/2/2022 16:37,53,NA,517,29.5,503,177,19,NA,1,tn_mgkg_RNG_flag
S02543,MAGM,41.60747,-83.151585,8/2/2022 15:07,48,NA,403,17.7,438,526,67,NA,0,NA
S02544,MAGM,41.608,-83.149878,8/2/2022 15:41,41,NA,478,29.5,506,666,75,NA,1,tn_mgkg_RNG_flag
S02545,MAGM,41.608045,-83.148797,8/2/2022 15:25,51,NA,743,27.2,522,289,35,NA,0,NA
S02546,REDB,41.369375,-83.100756,5/12/2023 14:00,31.5,"41.369375, -83.100756",529,6.1,1307,183,87,0.304,1,m3_fe_mgkg_RNG_flag
S02547,REDB,41.369293,-83.100601,5/12/2023 14:15,26,"41.369293, -83.100601",464,9.8,872,330,76,0.298,1,soil_ec_uscm_RNG_flag
S02548,REDB,41.36869,-83.100899,5/12/2023 14:30,12,"41.368690, -83.100899",782,36.7,955,688,95,0.417,1,soil_ec_uscm_RNG_flag
S02549,REDB,41.36846,-83.100721,5/12/2023 14:45,19.5,"41.368460, -83.100721",761,30.4,2009,380,124,1.343,1,m3_fe_mgkg_RNG_flag
S02550,REDB,41.368362,-83.102096,5/12/2023 15:00,34.5,"41.368362, -83.102096",1110,33.5,1478,602,117,0.802,1,tp_mgkg_RNG_flag
S02551,REDB,41.368535,-83.102036,5/12/2023 15:15,37,"41.368535, -83.102036",820,10.6,2254,738,199,0.371,1,m3_fe_mgkg_RNG_flag
S02553,REDB,41.368563,-83.101869,5/12/2023 15:30,43,"41.368563, -83.101869",691,15,527,666,91,0.141,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02554,REDB,41.367806,-83.104062,5/13/2023 3:45,48,"41.368418, -83.101916",882,9.4,3264,962,282,0.585,1,m3_fe_mgkg_RNG_flag
S02555,REDB,41.368245,-83.099468,5/12/2023 16:00,30,"41.367955, -83.103147",417,2.9,733,781,127,1.495,1,soil_ec_uscm_RNG_flag
S02556,REDB,41.368045,-83.103206,5/12/2023 16:15,30.5,"41.368045, -83.103206",446,4.3,253,565,75,0.371,1,soil_ec_uscm_RNG_flag
S02557,REDB,41.368097,-83.103096,5/12/2023 17:00,40.4,"41.368097, -83.103096",487,4.5,698,704,115,0.133,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02558,REDB,41.367895,-83.102957,5/12/2023 16:45,31.5,"41.367895, -83.102957",794,38.3,932,651,88,0.655,1,tp_mgkg_ATT_flag
S02559,CHIL,41.086817,-81.915128,6/21/2023 18:30,0,NA,865,78.3,1039,1196,117,5.053,1,tn_mgkg_RNG_flag
S02560,CHIL,41.092545,-81.916917,6/21/2023 18:46,0,NA,1165,72.3,455,1089,78,2.791,1,"tp_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02561,CHIL,41.092627,-81.916438,6/21/2023 18:57,0,NA,1282,62.7,603,1957,195,2.167,1,"tp_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02562,CHIL,41.09273,-81.916028,6/21/2023 19:07,0,NA,1766,105.6,782,3345,322,4.407,1,tp_mgkg_RNG_flag
S02563,CHIL,41.092772,-81.915225,6/21/2023 19:12,0,NA,2003,74.9,910,3727,403,2.174,1,tp_mgkg_RNG_flag
S02564,CHIL,41.095042,-81.918762,6/21/2023 19:28,0,NA,1403,153.9,641,2472,165,10.244,1,tp_mgkg_RNG_flag
S02565,FORB,41.220988,-84.670284,6/26/2023 16:48,9,"41.220988, -84.670284",418,23.2,600,891,112,0.61,1,soil_ec_uscm_RNG_flag
S02566,FORB,41.221052,-84.670304,6/26/2023 16:36,1,"41.221052, -84.670304",403,24.5,620,833,105,0.636,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02567,FORB,41.22105,-84.670694,6/26/2023 16:32,0,"41.221050, -84.670694",593,19.6,520,922,115,0.861,0,NA
S02568,FORB,41.22104,-84.671046,6/26/2023 16:24,6,"41.221040, -84.671046",280,2.3,111,609,74,0.13,0,wex_po4_mgkg-below-detection-limit
S02569,FORB,41.220248,-84.672917,6/26/2023 17:09,4,"41.220248, -84.672917",282,10,467,1020,133,0.127,1,"soil_pH_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02570,FORB,41.22017,-84.672802,6/26/2023 17:13,2.5,"41.220170, -84.672802",472,9.7,746,1380,190,0.387,0,NA
S02571,FORB,41.22004,-84.672832,6/26/2023 17:25,3.5,"41.220040, -84.672832",488,16.9,624,1321,169,0.363,1,soil_pH_RNG_flag
S02572,FORB,41.219923,-84.672754,6/26/2023 17:35,15,"41.219923, -84.672754",343,9.1,1461,1228,213,0.336,1,m3_fe_mgkg_RNG_flag
S02573,FORB,41.217463,-84.672642,6/26/2023 18:00,2,"41.217463, -84.672642",608,13.6,864,958,144,1.135,1,soil_ec_uscm_RNG_flag
S02574,FORB,41.217682,-84.673174,6/26/2023 18:45,14,"41.217682, -84.673174",451,21.5,781,962,132,0.798,1,soil_ec_uscm_RNG_flag
S02575,FORB,41.218058,-84.673174,6/26/2023 18:17,29.5,"41.218058, -84.673174",388,14.7,1792,969,196,0.496,1,m3_fe_mgkg_RNG_flag
S02576,FORB,41.218465,-84.673567,6/26/2023 18:30,22.5,"41.218465, -84.673567",554,21.6,2533,1355,274,0.228,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02577,FORB,41.217693,-84.672985,7/10/2023 18:12,8.5,NA,188,34.4,1239,1101,161,0.647,1,m3_fe_mgkg_RNG_flag
S02578,FORB,41.218092,-84.67321,7/10/2023 18:25,28.5,NA,319,7,2443,980,241,0.505,1,m3_fe_mgkg_RNG_flag
S02579,FORB,41.218418,-84.673542,7/10/2023 18:31,27.5,NA,314,22.2,1817,1150,210,1.293,1,"m3_fe_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02581,REDB,41.369322,-83.100582,7/10/2023 14:08,28,NA,820,5.4,2340,142,140,0.17,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02582,REDB,41.368677,-83.100908,7/10/2023 14:16,11,NA,704,39,739,246,30,1.256,0,wex_nh3_mgkg-below-detection-limit
S02584,REDB,41.368342,-83.102093,7/10/2023 15:08,27,NA,902,37.9,1420,948,150,0.425,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02585,REDB,41.368532,-83.102048,7/10/2023 15:01,33,NA,758,12.5,1917,848,191,0.165,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02586,REDB,41.368518,-83.101885,7/10/2023 14:52,36.5,NA,708,15.3,833,822,125,0.162,0,"wex_po4_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02587,REDB,41.368393,-83.101878,7/10/2023 14:45,39,NA,691,13.9,1647,847,175,0.17,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02589,REDB,41.368052,-83.103183,7/10/2023 15:40,27.5,NA,387,4.2,1325,933,176,0.158,1,"m3_fe_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02590,REDB,41.368078,-83.103112,7/10/2023 15:33,30.5,NA,348,4.4,486,694,102,0.151,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02591,REDB,41.36789,-83.102993,7/10/2023 15:27,29.5,NA,296,2.2,996,832,148,0.145,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02592,FORB,41.22107,-84.670268,7/10/2023 18:55,4,NA,471,32,548,868,98,0.627,0,wex_nh3_mgkg-below-detection-limit
S02593,FORB,41.221038,-84.670233,7/10/2023 18:59,4,NA,437,26,423,750,83,0.854,0,wex_nh3_mgkg-below-detection-limit
S02594,FORB,41.221088,-84.6707,7/10/2023 19:01,0,NA,595,14.9,279,807,93,0.559,0,"wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02595,FORB,41.221097,-84.671037,7/10/2023 19:05,0,NA,273,11.3,732,992,143,0.804,0,"wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02596,FORB,41.220312,-84.672983,7/10/2023 19:12,0,NA,218,9,318,851,106,0.134,0,"wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit"
S02597,FORB,41.220223,-84.672868,7/10/2023 19:15,0,NA,436,23.4,669,1291,162,0.303,1,"soil_ec_uscm_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02598,FORB,41.220115,-84.672772,7/10/2023 19:20,6,NA,385,12.4,581,1262,165,0.134,1,"soil_ec_uscm_RNG_flag, wex_po4_mgkg-below-detection-limit, wex_nox_mgkg-below-detection-limit, wex_nh3_mgkg-below-detection-limit"
S02599,FORB,41.21994,-84.672747,7/10/2023 19:25,21,NA,426,6.7,2904,1458,321,0.441,1,"m3_fe_mgkg_RNG_flag, wex_nox_mgkg-below-detection-limit"
S02600,FORB,41.21745,-84.672657,7/10/2023 18:06,30.5,NA,469,22,1088,996,153,0.925,1,"m3_fe_mgkg_RNG_flag, wex_nh3_mgkg-below-detection-limit"
S02652,MAGM,41.609033,-83.140923,7/31/2023 15:29,110,NA,479,35.2,2114,27,85,0.415,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02653,MAGM,41.609687,-83.139568,7/31/2023 15:40,100,NA,518,40.7,2396,531,153,0.472,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02654,MAGM,41.610252,-83.139493,7/31/2023 15:51,91,NA,910,24.5,2020,379,131,0.326,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02655,MAGM,41.610488,-83.139188,7/31/2023 16:09,92,NA,470,30.5,1799,1022,186,0.392,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02656,MAGM,41.611385,-83.141908,7/31/2023 15:02,76.5,NA,487,25.9,1876,1599,262,0.394,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02657,MAGM,41.611538,-83.137588,7/31/2023 16:22,89.5,NA,663,101.7,3554,428,144,0.771,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02658,MAGM,41.608745,-83.138777,7/31/2023 17:25,76,NA,513,52.6,2661,699,175,0.5,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02659,MAGM,41.609642,-83.137098,7/31/2023 17:13,90.5,NA,526,36.3,2251,1055,209,0.36,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02660,MAGM,41.608407,-83.135947,7/31/2023 17:43,77,NA,663,21.4,2285,427,154,0.31,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02661,MAGM,41.61054,-83.134725,7/31/2023 17:56,86,NA,920,50.3,2352,506,138,0.396,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02662,MAGM,41.610228,-83.132421,8/7/2023 14:41,78,NA,769,64.8,2491,83,83,0.438,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02663,MAGM,41.61188,-83.131599,8/7/2023 14:48,79,NA,633,22.1,1975,456,140,0.336,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02664,MAGM,41.611892,-83.129617,8/7/2023 14:59,54,NA,685,50.8,2189,182,91,0.299,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02665,MAGM,41.611452,-83.129667,8/7/2023 15:03,59,NA,829,115.2,3224,290,97,0.457,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
S02666,MAGM,41.610805,-83.129766,8/7/2023 15:12,50.5,NA,780,51.9,1953,1049,177,0.384,1,"tn_mgkg_RNG_flag, wex_po4_mgkg-below-detection-limit"
